0	0
0.5	1
1	2
1.5	2
2	2
2.5	2
3	2
3.5	2
4	2
4.5	2
5	2
5.5	2
6	2
6.5	2
7	2
7.5	2
8	2
8.5	2
9	2
9.5	2
10	2
10.5	2
11	2
11.5	2
12	2
12.5	2
13	2
13.5	2
14	2
14.5	2
15	2
15.5	2
16	2
16.5	2
17	2
17.5	2
18	2
18.5	2
19	2
19.5	2
20	2
20.5	2
21	2
21.5	2
22	2
22.5	2
23	2
23.5	2
24	2
24.5	2
25	2
25.5	2
26	2
26.5	2
27	2
27.5	2
28	2
28.5	2
29	2
29.5	2
30	2
30.5	2
31	2
31.5	2
32	2
32.5	2
33	2
33.5	2
34	2
34.5	2
35	2
35.5	2
36	2
36.5	2
37	2
37.5	2
38	2
38.5	2
39	2
39.5	2
40	2
40.5	2
41	2
41.5	2
42	2
42.5	2
43	2
43.5	2
44	2
44.5	2
45	2
45.5	2
46	2
46.5	2
47	2
47.5	2
48	2
48.5	2
49	2
49.5	2
